Drug,Disease,Class,TC_HPO-SIM,TC_PHENO-SIM,SE-SIM_HPO-SIM,SE-SIM_PHENO-SIM,PPI-SIM_HPO-SIM,PPI-SIM_PHENO-SIM,HPO-SIM,PHENO-SIM,GO-SIM_HPO-SIM,GO-SIM_PHENO-SIM,TARGETSEQ-SIM_HPO-SIM,TARGETSEQ-SIM_PHENO-SIM
DB01359,215470,0,0.700140042,0.700140042,0.5694183718,0.256494588,0.7844710547,0.3490010815,333.091579,333.091579,0.8332029985,0.8332029985,0.7844710547,0.2244007051
DB00696,225740,0,0.7571877794,0.7571877794,0.5576561357,0.2224970797,1,1,310.7812736,310.7812736,0.9915353685,0.9915353685,1,1
DB00590,145200,0,0.8351221287,0.394771017,0.7286664795,0.4437128482,0.8544711539,0.2116798562,105.2176805,78.47929663,0.8763502178,0.7830597963,0.8544711539,0.1904991208
DB00178,212130,0,0.7405316312,0.7405316312,0.6972355993,0.4264014327,0.6972355993,0.3490010815,236.6579811,236.6579811,0.7167583722,0.7167583722,0.6972355993,0.2025419868
DB00208,182000,0,0.6526158171,0.3302891295,0.5988672701,0.296585507,0.6720212972,0.1283903228,309.8628729,309.8628729,0.734229848,0.734229848,0.6720212972,0.2504020741
DB00623,600131,0,0.7663065949,0.5985056017,0.7663065949,0.3408770792,0.7791024574,0.3490010815,358.7394598,358.7394598,0.8954729059,0.8954729059,0.7791024574,0.2612613936
DB00287,600634,0,0.5361902647,0.5361902647,0.3870369115,0.3870369115,0.245333744,0.07787266721,332.3266465,332.3266465,0.8196023999,0.8196023999,0.3126163508,0.3126163508
DB01367,157950,0,0.5686375392,0.5137011669,0.5686375392,0.4602233757,0.6121237623,0.2116798562,300.8022606,300.8022606,0.8287971239,0.8287971239,0.6121237623,0.219955599
DB01260,608217,0,0.6774454639,0.5173061316,0.5833530144,0.2379154757,0.7231284517,0,265.4675121,265.4675121,0.7483912669,0.7483912669,0.7231284517,0.1807016002
DB01364,181000,0,0.6565998122,0.4392976851,0.6565998122,0.3350296971,0.6928023584,0.3490010815,333.5550929,333.5550929,0.84681795,0.84681795,0.6928023584,0.2157504859
DB00744,263300,0,0.7715167498,0.7715167498,0.685639222,0.306924907,0.685639222,0.2116798562,350.2998715,350.2998715,0.790513583,0.790513583,0.685639222,0.1936128268
DB01167,179830,0,0.630726942,0.3981665297,0.57754137,0.2379154757,0.57754137,0.3490010815,134.9925924,134.9925924,0.7608413524,0.7608413524,0.57754137,0.227240932
DB00550,192200,0,0.5635096599,0.4111132259,0.5635096599,0.272165527,0.5635096599,0.2116798562,212.2375,61.18006211,0.7497684421,0.7497684421,0.5635096599,0.2106238044
DB00458,137215,0,0.6449709152,0.6348110543,0.6449709152,0.4328046727,0.6449709152,0.3490010815,219.8272049,219.8272049,0.8489273152,0.8489273152,0.6449709152,0.2077268666
DB01576,277440,0,0.6126101497,0.3572948005,0.6126101497,0.3841106398,0.7143547352,0.3490010815,328.1356427,328.1356427,0.7865064453,0.7865064453,0.7143547352,0.207251086
DB00175,226000,0,0.62915649,0.5948496901,0.62915649,0.3797772627,0.62915649,0.2116798562,323.893501,323.893501,0.7318069514,0.7318069514,0.62915649,0.1774456795
DB00268,194200,0,0.6959732305,0,0.5918227303,0,0.8786231348,0,275.8848662,0,0.8251837004,0,0.8786231348,0
DB00262,263300,0,0.7875683447,0.5883484054,0.7875683447,0.4002163917,0.7875683447,0.2116798562,338.4892908,338.4892908,0.7978123435,0.7978123435,0.7875683447,0.2224637888
DB01204,143100,0,0.7456180457,0.593171014,0.7456180457,0.4129994696,0.7456180457,0.2116798562,124.1132209,105.1617801,0.7456180457,0.7106217671,0.7456180457,0.193388613
DB00338,181000,0,0.682461299,0.682461299,0.6731799975,0.370026101,0.6731799975,0.2116798562,344.4836716,344.4836716,0.7783354223,0.7783354223,0.6731799975,0.2075711549
DB00371,150699,0,0.6123687666,0,0.6123687666,0,0.7532372685,0,326.4125639,0,0.7526844826,0,0.7532372685,0
DB00494,157700,0,0.6817541583,0.6817541583,0.4984447863,0.4984447863,0.4512093638,0.3490010815,349.5554319,349.5554319,0.817727124,0.817727124,0.4512093638,0.2103855623
DB00987,303110,0,0.6467000581,0.5773502692,0.5534002781,0.4215169482,0.5534002781,0.3490010815,201.1566554,201.1566554,0.7566364706,0.7566364706,0.5534002781,0.2340913685
DB00937,114500,0,0.5976931798,0.5234239226,0.5918378418,0.3555795011,0.6364588925,0.2116798562,282.0992733,282.0992733,0.7150502006,0.6971337952,0.6364588925,0.186889192
DB00542,600263,0,0.6362090103,0.6362090103,0.5511782546,0.5511782546,0.6766556085,0.2116798562,128.1873629,128.1873629,0.7306062443,0.7306062443,0.6766556085,0.1767948885
DB00262,231090,0,0.6091475974,0.5887840578,0.6091475974,0.433411241,0.6091475974,0.2116798562,338.3962175,338.3962175,0.8093734473,0.8093734473,0.6091475974,0.2158641588
DB00287,144700,0,0.7015312792,0.6938886665,0.7015312792,0.3967077629,0.7015312792,0.1283903228,358.9596078,358.9596078,0.8088371407,0.8088371407,0.7015312792,0.2035586425
DB01174,212112,0,0.6742023545,0.6582805886,0.6742023545,0.3185110286,0.6889424647,0,265.8082015,265.8082015,0.7482979151,0.7482979151,0.6889424647,0.1813119942
DB01188,218200,0,0.6169078216,0.1980295086,0.6169078216,0.1212678125,0.6169078216,0.2116798562,229.0093008,172.6470388,0.7022614996,0.7022614996,0.6169078216,0.167881275
DB01098,268320,0,0.6373949281,0.5773502692,0.6373949281,0.2948839123,0.6373949281,0.2116798562,335.6933124,335.6933124,0.7804847434,0.7804847434,0.6373949281,0.2191454709
DB00907,608320,0,0.7132825035,0.7132825035,0.5601496031,0.1903467469,0.7152198501,0.2116798562,291.4412462,291.4412462,0.880206599,0.880206599,0.7152198501,0.4150737715
DB00497,103100,0,0.6856604205,0.417855447,0.6856604205,0.5059018437,0.6974668367,0.2116798562,179.0477495,171.0847743,0.8156154538,0.8156154538,0.6974668367,0.2057887417
DB00321,260970,0,0.7803152732,0.6782329983,0.7803152732,0.4219128716,0.7803152732,0.3490010815,349.7956546,349.7956546,0.9480338042,0.9480338042,0.7803152732,0.5299624375
DB01242,157950,0,0.6427608449,0.6282808624,0.6427608449,0.4232927538,0.7479769523,0.2116798562,191.4131657,191.4131657,0.8691693281,0.8691693281,0.7479769523,0.2166814389
DB00591,264120,0,0.6864123529,0.6162360225,0.3926187627,0.313716875,0.7068136431,0.3490010815,304.676878,304.676878,0.779964181,0.779964181,0.7068136431,0.2224669126
DB00122,182830,0,0.7097907203,0.5877538136,0.7097907203,0.08032193289,0.7446970025,0.2116798562,348.9082974,348.9082974,0.8350989271,0.8350989271,0.7446970025,0.2440625867
DB00952,601367,0,0.6843642527,0.6843642527,0.5090751316,0.4784513169,0.5193063882,0.3490010815,152.5090161,152.5090161,0.8505868593,0.8736141643,0.5193063882,0.5268069018
DB01410,157950,0,0.6292270772,0.6172133998,0.6099292676,0.3945739763,0.7091870926,0.2116798562,357.8365549,357.8365549,0.7529884408,0.7529884408,0.7091870926,0.2106409457
DB00186,181460,0,0.7342657443,0,0.7342657443,0,0.7428729506,0,357.72755,0,0.7635564715,0,0.7428729506,0
DB00764,212112,0,0.6589320475,0.5773502692,0.6289936827,0.31330418,0.7163346578,0.3490010815,271.9503631,271.9503631,0.774050099,0.774050099,0.7163346578,0.1849237917
DB00559,134750,0,0.6250570872,0.5996253512,0.585350622,0.3341414153,0.585350622,0.1283903228,348.4264628,348.4264628,0.7560508793,0.7560508793,0.585350622,0.2183124192
DB00839,147530,0,0.7427813527,0.7427813527,0.6409858549,0.3900947488,0.6440881956,0.3490010815,337.2046856,337.2046856,0.8718270016,0.8718270016,0.6440881956,0.4142602224
DB00374,600131,0,0.6291528696,0.6291528696,0.5567760019,0.4229646351,0.7346955561,0.3490010815,165.4357881,165.4357881,0.8193287065,0.8193287065,0.7346955561,0.3362805282
DB01210,304900,0,0.6667527903,0.6422616289,0.6667527903,0.3244428423,0.7675755919,0.2116798562,259.1337715,101.6267681,0.849935518,0.849935518,0.7675755919,0.152682194
DB00865,226150,0,0.5890150894,0.5890150894,0.5733029018,0.2869720216,0.7102696807,0.3490010815,231.2249986,231.2249986,0.8846370858,0.8846370858,0.7102696807,0.4332509223
DB00990,132100,0,0.779179582,0.4871223004,0.779179582,0.3256694736,0.779179582,0.2116798562,297.8493786,123.9959677,0.779179582,0.6936252823,0.779179582,0.1951418497
DB00953,102100,0,0.5681762005,0.5380275868,0.4969663043,0.4944836768,0.5905886319,0.2116798562,301.0481689,301.0481689,0.8155590253,0.8155590253,0.5905886319,0.2377977563
DB00573,131200,0,0.7183349405,0.5927489784,0.7183349405,0.3910769444,0.7183349405,0.2116798562,305.2801992,305.2801992,0.7912549193,0.7912549193,0.7183349405,0.2250714666
DB00451,268320,0,0.6295468801,0.5872202195,0.6295468801,0.3182229137,0.6295468801,0.3490010815,335.9092139,335.9092139,0.7127312987,0.7127312987,0.6295468801,0.2138166739
DB00773,263300,0,0.7435347394,0.3333333333,0.7153881605,0.4562037126,0.8176539299,0.3490010815,350.3426894,350.3426894,0.8176539299,0.7888440571,0.8176539299,0.1852683793
DB01221,218800,0,0.6150899654,0.5523447707,0.6150899654,0.3872983346,0.7082544091,0,265.674613,265.674613,0.9309920616,0.9309920616,0.7082544091,0.2372218934
DB00540,114580,0,0.6262901541,0.5322906474,0.6262901541,0.4426578204,0.754211811,0.3490010815,338.6709317,338.6709317,0.8662621569,0.8662621569,0.754211811,0.2445950737
DB01216,175505,0,0.6097750481,0.4773343705,0.6097750481,0.2636027406,0.7356745858,0.3490010815,311.3891015,259.4166533,0.7557175821,0.7557175821,0.7356745858,0.236934191
DB01016,600807,0,0.7442391668,0.6614378278,0.7442391668,0.3768891807,0.7442391668,0.5754055066,304.7917322,304.7917322,0.8548880367,0.8548880367,0.7442391668,0.2355997775
DB00564,166760,0,0.6236214184,0.5733821791,0.6236214184,0.5049424595,1,1,289.3233485,289.3233485,0.9975327981,0.9975327981,1,1
DB01238,188030,0,0.7664854858,0.7664854858,0.5236387266,0.3493029897,0.8659331848,0.3490010815,338.8746081,338.8746081,0.8479291204,0.8479291204,0.8659331848,0.3750842499
DB00608,157950,0,0.6364458273,0.6364458273,0.5537837327,0.3287979746,0.6622354591,0.2116798562,353.3893037,353.3893037,0.8028590971,0.8028590971,0.6622354591,0.2093728879
DB01068,212130,0,0.6896132269,0.6454972244,0.6896132269,0.377964473,0.6896132269,0,336.3510071,336.3510071,0.7443079736,0.7409121716,0.6896132269,0.1813119942
DB01359,144700,0,0.7015312792,0.6972166888,0.7015312792,0.2905436016,0.7015312792,0.3490010815,338.9719752,338.9719752,0.8440102244,0.8440102244,0.7015312792,0.2075554045
DB00204,190400,0,0.8175614728,0.52999894,0.8175614728,0.3638957149,0.8205591974,0.2116798562,356.343935,356.343935,0.8726406022,0.8726406022,0.8205591974,0.240353599
DB00454,273800,0,0.6312922259,0.7385489459,0.572435854,0.4809815834,0.6485496193,0.3490010815,334.2977715,358.9066731,0.8811693082,0.8811693082,0.6485496193,0.4477810855
DB01143,150699,0,0.7083933962,0,0.6950008986,0,0.6950008986,0,194.0795041,0,0.70703171,0,0.6950008986,0
DB00598,145200,0,0.7286664795,0.5,0.7286664795,0.3384338117,0.7461268854,0.3490010815,205.2169584,205.2169584,0.8840356803,0.8161153746,0.7461268854,0.2250257367
DB00175,607631,0,0.64036014,0.5940885258,0.5370802519,0.4736397373,0.5370802519,0.3490010815,324.0277766,324.0277766,0.8056697245,0.8056697245,0.5370802519,0.2120188294
DB01327,608033,0,0.6666666667,0.6666666667,0.5168854661,0.3276349077,0.5168854661,0.3490010815,250.2199033,250.2199033,0.737824626,0.737824626,0.5168854661,0.1968047724
DB01216,261515,0,0.6413828818,0.6753816335,0.6413828818,0.3333333333,0.7103479054,1,263.5136809,345.5300276,0.6413828818,0.8085861129,0.7103479054,1
DB00905,168100,0,0.7254762501,0.7254762501,0.593533859,0.3799077479,0.593533859,0.3490010815,319.0971639,319.0971639,0.7891072292,0.7891072292,0.6033564758,0.3126163508
DB01399,276300,0,0.6908492797,0.6908492797,0.6063796464,0.2911112549,0.7774502118,0.3490010815,350.1728145,350.1728145,0.8275392381,0.8275392381,0.7774502118,0.2525100303
DB00549,226150,0,0.6718872201,0.6454972244,0.6686166885,0.3422237822,0.7102696807,0.1283903228,341.5684412,341.5684412,0.8392850659,0.8392850659,0.7102696807,0.2875122147
DB00285,127750,0,0.7954304331,0.7595545253,0.7954304331,0.4252432556,0.8392056864,0.2116798562,355.6318321,355.6318321,0.873621338,0.873621338,0.8392056864,0.2194481988
DB00307,179600,0,0.5990196903,0.5773502692,0.5706561267,0.5706561267,0.7703704081,0.3490010815,343.6568055,343.6568055,0.809149419,0.809149419,0.7703704081,0.2377920247
DB01234,252320,0,0.9899494937,0.9899494937,0.6654741101,0.5054766146,0.6668349461,0.5754055066,322.6344681,322.6344681,0.8747310533,0.8747310533,0.6668349461,0.5501355913
DB01167,166300,0,0.6658070059,0.6658070059,0.5340398449,0.5340398449,0.5272738496,0.2116798562,134.7775946,134.7775946,0.7937991286,0.7937991286,0.5272738496,0.2440908746
DB01275,154276,0,0.5914487079,0.5345224838,0.5914487079,0.4455663943,0.5914487079,0.2116798562,247.1315439,247.1315439,0.7012431387,0.7012431387,0.5914487079,0.1463187662
DB00783,114550,0,0.8463949049,0.5039526307,0.8463949049,0.4061895366,0.8463949049,0.3490010815,294.5515073,115.6892389,0.8463949049,0.8239715022,0.8463949049,0.198431354
DB00552,119500,0,0.6061339443,0.4170288281,0.5273115459,0.4320493799,0.5273115459,0.2116798562,268.6112432,268.6112432,0.784929084,0.784929084,0.5273115459,0.1924995959
DB00262,109200,0,0.5916374657,0.5144957554,0.5916374657,0.2817180849,0.5916374657,0.1283903228,338.5070162,338.5070162,0.7669409605,0.7669409605,0.5916374657,0.2152081244
DB01175,275000,0,0.6538036484,0.4731602234,0.6538036484,0.2453146089,0.7682964493,0.2116798562,280.585103,280.585103,0.7912898176,0.7912898176,0.7682964493,0.1756724682
DB00794,109350,0,0.771626989,0.6051422834,0.6941215128,0.3314967721,0.8509671677,0.3490010815,124.3261839,124.3261839,0.8964960499,0.8964960499,0.8509671677,0.2178269738
DB00327,144110,0,0.8128433341,0.8128433341,0.6403890723,0.5,1,1,332.9624603,332.9624603,0.9332124009,0.9332124009,1,1
DB00394,150699,0,0.7968471093,0,0.7617179095,0,0.8455100371,0,320.3329483,0,0.8455100371,0,0.8455100371,0
DB00864,190310,0,0.7531030335,0.7531030335,0.5669467095,0.5669467095,0.6408610584,0.3490010815,320.900296,320.900296,0.8423449169,0.8423449169,0.5546858729,0.2338038954
DB00232,227300,0,0.5857543588,0.6291528696,0.5720855528,0.3651483717,0.6143327617,0.2116798562,218.6534433,100.9405766,0.7152726968,0.7963468369,0.6143327617,0.1651771437
DB00936,125852,0,0.6093684522,0,0.6093684522,0,0.6908802851,0,309.9124674,0,0.7952863187,0,0.6908802851,0
DB00839,227300,0,0.606233682,0.6749485577,0.5845455319,0.2907009499,0.5845455319,0.2116798562,293.1385664,101.8135551,0.719075622,0.7854941789,0.5845455319,0.1793009056
DB01001,126200,0,0.7132825035,0.7132825035,0.6015471368,0.5825377074,0.7509389184,0.3490010815,270.536504,270.536504,0.8853477105,0.8853477105,0.7509389184,0.2072234129
DB00492,608583,0,0.8136537404,0.7254762501,0.8136537404,0.5022205883,0.8136537404,0.2116798562,356.3102581,356.3102581,0.8136537404,0.792020318,0.8136537404,0.1913661714
DB00338,146110,0,0.6534265775,0.6534265775,0.5015730156,0.2763397119,0.5015730156,0,283.4783942,283.4783942,0.7199007506,0.7199007506,0.5096467187,0.1957793729
DB00501,300125,0,0.7458354693,0.6560333428,0.6835792079,0.4007292622,0.6835792079,0.3490010815,294.8208594,292.2721335,0.8593729704,0.8593729704,0.6835792079,0.5378544758
DB06287,261515,0,0.636984109,0.6817541583,0.5795971694,0.4547418207,0.5795971694,0.3490010815,248.4672964,316.6180664,0.6526127908,0.804930681,0.5795971694,0.1881958555
DB01118,125700,0,0.6099942813,0.6099942813,0.5798060018,0.4889448388,0.6350944441,0.2116798562,193.9069443,100.9702927,0.8749910316,0.8749910316,0.6350944441,0.2145686339
DB01006,146255,0,0.6243640833,0.6243640833,0.6069599934,0.5308985608,0.6069599934,0.3490010815,358.2792207,358.2792207,0.7403013871,0.7403013871,0.6069599934,0.2112847239
DB00492,125850,0,0.7123641531,0.7123641531,0.6703241869,0.6598288791,0.6703241869,0.3490010815,357.6101229,357.6101229,0.7729697023,0.7729697023,0.6703241869,0.212080392
DB01216,227300,0,0.5922431889,0.6123724357,0.5405929714,0.3429971703,0.6143327617,0.2116798562,293.2304762,102.1567423,0.6678631409,0.7435635417,0.6143327617,0.1605535399
DB01020,161900,0,0.9428090416,0.9428090416,0.6741678401,0.6282108161,0.6741678401,0.5754055066,355.1577114,355.1577114,0.8855042636,0.8855042636,0.6741678401,0.3567022287
DB00865,308350,0,0.6285957064,0.3834824944,0.6280483464,0.2060408459,0.7154779086,0.3490010815,231.2747284,231.2747284,0.8699151843,0.8699151843,0.7154779086,0.2154102631
DB00564,601682,0,0.7297520026,0.4822428222,0.7297520026,0.4312659715,0.7350370359,0.07787266721,289.399378,289.399378,0.8230961548,0.8230961548,0.7350370359,0.1843638905
DB00191,226000,0,0.6746563628,0.4599331055,0.6746563628,0.3106303721,0.7248370613,0.3490010815,347.4982014,347.4982014,0.7383747268,0.7383747268,0.7248370613,0.1913423654
DB00472,137760,0,0.7510676162,0.7510676162,0.6705943729,0.3769924239,0.7066196133,0.2116798562,357.0910248,357.0910248,0.8288795435,0.8288795435,0.7066196133,0.225857379
DB00949,132300,0,0.6044705248,0.6044705248,0.4909592237,0.2637521894,0.7808033091,0.3490010815,131.4098013,122.5153052,0.8911733462,0.8911733462,0.7808033091,0.3518503955
DB01085,601004,0,0.7582901305,0.6810052246,0.7582901305,0.423752951,0.9321010664,0.2116798562,285.0561348,285.0561348,0.8664635793,0.725590375,0.9321010664,0.1733535064
DB00368,192200,0,0.6792431806,0.3651483717,0.5770426054,0.3216337605,0.7509315905,0.3490010815,250.7605594,61.86275131,0.8163542968,0.8163542968,0.7509315905,0.1972961319
DB01176,254770,0,0.6375181899,0.4963635881,0.3689091988,0.3174055271,0.697919762,0.2116798562,323.0882232,323.0882232,0.7837330247,0.7837330247,0.697919762,0.2354160386
DB01268,103780,0,0.7431277185,0.7431277185,0.4194598287,0.4194598287,0.6523255315,0.3490010815,338.9764004,338.9764004,0.8285314732,0.8285314732,0.6523255315,0.2288720976
DB00925,600803,0,0.6009454138,0.4850712501,0.5008702372,0.1111111111,0.7360048136,0.2116798562,155.980768,155.980768,0.7845241688,0.7700852436,0.7360048136,0.1944464041
DB00206,109200,0,0.6859943406,0.6859943406,0.5916374657,0.3333333333,0.6100050402,0.1283903228,241.6754021,241.6754021,0.6850184294,0.6850184294,0.6100050402,0.2559936172
DB00995,137580,0,0.5144957554,0.5144957554,0.4769388537,0.3434785701,0.4769388537,0.2116798562,348.3575749,348.3575749,0.8279395465,0.8279395465,0.4769388537,0.2170497585
DB00295,109543,0,0.7884298457,0.7884298457,0.6407301997,0.4449376846,0.7262070946,0.3490010815,182.9945354,182.9945354,0.7493346239,0.7135119465,0.7262070946,0.2027322997
DB00653,208300,0,0.6311462545,0.5153882032,0.6311462545,0.1841149236,1,1,280.8860979,280.8860979,0.8530704815,0.8530704815,1,1
DB00704,225740,0,0.7395099729,0.7395099729,0.5244978608,0.4578285562,0.662361897,0.3490010815,327.3530205,327.3530205,0.8968500635,0.8968500635,0.662361897,0.3653704437
DB01192,170900,0,0.6546120386,0,0.576143429,0,0.6094157419,0,278.0734988,0,0.6324770363,0,0.6094157419,0
DB00323,155601,0,0.6009252126,0.6009252126,0.5850446549,0.4357795844,0.5850446549,0.3490010815,296.342707,296.342707,0.799291544,0.799291544,0.5850446549,0.2499517746
DB00193,107550,0,0.7049184666,0.6030226892,0.7049184666,0.2941176471,0.7049184666,0.2116798562,330.6206285,330.6206285,0.8980533279,0.8980533279,0.7049184666,0.1947116348
DB00275,246300,0,0.7636520027,0,0.7636520027,0,0.7636520027,0,348.3779777,0,0.7636520027,0,0.7636520027,0
DB00975,606842,0,0.5566098042,0.6085806195,0.5362151687,0.4496507449,0.6749122345,0.2116798562,89.33776949,129.4797281,0.5872531763,0.7771504776,0.6749122345,0.1553008134
DB01394,146255,0,0.7126966451,0.7126966451,0.6641933658,0.3789323734,0.7759234346,0.5754055066,313.6351383,313.6351383,0.7670618627,0.7251701309,0.7759234346,0.2425906339
DB00813,604278,0,0.6319182609,0.272165527,0.5532289328,0.1435916317,0.5683818604,0.3490010815,170.4406055,170.4406055,0.7972194278,0.7972194278,0.5683818604,0.2200780628
DB00995,107650,0,0.5162527061,0.4958847037,0.5031010128,0.3391164992,0.5031010128,0.3490010815,284.4175505,207.1907334,0.7608965694,0.7608965694,0.5031010128,0.1793904151
DB01110,607631,0,0.6069769787,0.6069769787,0.5463189295,0.3902361643,0.6844677458,0.3490010815,298.7239528,298.7239528,0.8747265973,0.8747265973,0.6844677458,0.2229721881
DB00398,160300,0,0.6004510774,0.5694947975,0.6004510774,0.3762883474,0.6004510774,0.2116798562,114.2716063,114.2716063,0.7532417582,0.7532417582,0.6004510774,0.1678732042
DB00500,167870,0,0.7355570313,0.6030226892,0.7355570313,0.3629552685,0.7821746236,0.2116798562,133.8095662,133.8095662,0.8543133409,0.8543133409,0.7821746236,0.2349223974
DB00790,140600,0,0.7288689869,0.7288689869,0.615716928,0.5830385865,0.6708065924,0.3490010815,348.6014917,348.6014917,0.8020231864,0.8020231864,0.6708065924,0.226097059
DB00672,278200,0,0.6033935524,0.4755948656,0.6033935524,0,0.6987291682,0.1283903228,241.8841194,108.6047881,0.7252711119,0.7252711119,0.6987291682,0.1801182795
DB01204,144010,0,0.6434072776,0.6424160744,0.6434072776,0.4780914437,0.6863872731,0.5754055066,141.3683133,141.3683133,0.8005900117,0.8005900117,0.6863872731,0.1943521972
DB00727,200170,0,0.5625439505,0.5625439505,0.5394233386,0.4832524538,0.5445233658,0.3490010815,278.9659477,278.9659477,0.8165616447,0.8165616447,0.5445233658,0.2437369776
DB00569,138800,0,0.6304893304,0.5735393347,0.5292352756,0.383885948,0.6427744557,0.2116798562,221.7633874,221.7633874,0.7349178135,0.7349178135,0.6427744557,0.2301221095
DB01399,608033,0,0.6672213836,0.4340573661,0.6672213836,0.1514952794,0.7064685509,0.2116798562,350.139972,350.139972,0.859031197,0.859031197,0.7064685509,0.1980258504
DB00569,109543,0,0.7403821446,0.7035264707,0.7403821446,0.4778561046,0.7837979539,0.3490010815,221.4204146,221.4204146,0.7837979539,0.7491427993,0.7837979539,0.2605414964
DB01115,300491,0,0.5915993294,0.5634361698,0.5631166343,0.5414339156,1,1,314.4375932,314.4375932,0.8978406093,0.8978406093,1,1
DB00218,131300,0,0.6429100507,0.6429100507,0.56787781,0.56787781,0.7003263887,0.3490010815,290.9295447,290.9295447,0.7325131025,0.7325131025,0.7003263887,0.1643759047
DB00583,131300,0,0.6995439244,0.6995439244,0.5795121905,0.3553711578,0.5795121905,0,186.8047109,186.8047109,0.8161301894,0.8161301894,0.5795121905,0.2102832138
DB00401,170900,0,0.6702386375,0,0.6702386375,0,0.670847571,0,123.6558085,0,0.6702386375,0,0.670847571,0
DB00734,188470,0,0.7001310792,0.6386663737,0.5706113944,0.5346836545,0.7111203506,0.3490010815,343.892425,343.892425,0.864980774,0.864980774,0.7111203506,0.1916945353
DB00757,190300,0,0.685064368,0.632455532,0.4312196809,0.4312196809,0.6820336504,0.2116798562,316.30049,316.30049,0.8893102037,0.8893102037,0.7120426721,0.2398197153
DB01033,311360,0,0.5291178277,0.3600411499,0.5291178277,0.3046752439,0.5812943358,0.2116798562,340.6669928,340.6669928,0.7676231552,0.7676231552,0.5812943358,0.2259610185
DB00747,304790,0,0.7447188601,0.6666666667,0.7447188601,0.4785474204,0.7447188601,0.3490010815,355.3688225,355.3688225,0.9574877117,0.9574877117,0.7447188601,0.4102290018
DB00998,167870,0,0.7821746236,0.6988362419,0.7821746236,0.4880711009,0.9303020894,0.5754055066,261.074702,261.074702,0.8951911001,0.8951911001,0.9303020894,0.6206450019
DB01219,119500,0,0.6779064459,0.3638034376,0.6779064459,0.4325904563,0.6779064459,0.2116798562,268.4995345,268.4995345,0.8346786264,0.8346786264,0.6779064459,0.1501296884
DB01202,144110,0,0.6972166888,0.6972166888,0.6409419302,0.5055473205,0.6409419302,0.3490010815,357.8211844,357.8211844,0.8969630538,0.8969630538,0.6409419302,0.2117430214
DB01064,308350,0,0.6327532234,0.5410017808,0.620395038,0.2241167341,0.620395038,0.5754055066,296.8972886,296.8972886,0.8431079809,0.8431079809,0.620395038,0.2194809718
DB00990,250790,0,0.6939453576,0,0.5844663359,0,0.5844663359,0,280.8336618,0,0.6376567117,0,0.5844663359,0
DB00268,300232,0,0.7237468645,0.7237468645,0.587212303,0.3540683994,0.6844722063,0.2116798562,314.1114452,314.1114452,0.9621680131,0.9621680131,0.6844722063,0.4879762328
DB00983,200170,0,0.7393691004,0.7393691004,0.6117269151,0.5133356733,0.7219476253,0.3490010815,352.7562898,352.7562898,0.8800978141,0.8800978141,0.7219476253,0.506511039
DB00929,174800,0,0.6118874227,0.5773502692,0.6118874227,0.4449941595,0.6118874227,0.5754055066,195.1845281,195.1845281,0.8329914695,0.8329914695,0.6118874227,0.2377856959
DB00388,300491,0,0.6488856845,0.6488856845,0.6037279642,0.3311758134,0.7881024894,0.3490010815,303.2639115,303.2639115,0.842448527,0.842448527,0.7881024894,0.2190734636
DB01359,134500,0,0.7781510233,0,0.6727242478,0,0.8699992924,0,292.7422389,0,0.8477821562,0,0.8699992924,0
DB00939,113610,0,0.690728965,0.3834824944,0.6739483183,0.2773500981,0.7888680689,0.1283903228,273.3258998,172.9855485,0.7672058597,0.7582723475,0.7888680689,0.284314032
DB00863,174800,0,0.6118874227,0.6040404497,0.6118874227,0.4204374826,0.6118874227,0.1283903228,261.9141081,261.9141081,0.7668525835,0.7668525835,0.6118874227,0.1970498928
DB01240,165150,0,0.6051214837,0.4893226131,0.5443312407,0.4342769752,0.6729698287,0.3490010815,287.7290392,287.7290392,0.8197741335,0.8197741335,0.6729698287,0.317694082
DB06287,254400,0,0.8215838363,0.8215838363,0.5357322684,0.5357322684,0.4741462847,0.3490010815,316.6038534,316.6038534,0.8068042916,0.8068042916,0.4741462847,0.1963071904
DB01255,231900,0,0.5720935031,0,0.5259982587,0,0.6685410948,0,134.7920369,0,0.6547331991,0,0.6685410948,0
DB00363,190310,0,0.6497289666,0.6495190528,0.6497289666,0.4928996941,1,1,356.674922,356.674922,0.9288407961,0.9288407961,1,1
DB00882,203700,0,0.6504436356,0.6504436356,0.5870239672,0.3317572804,0.7655484229,0.3490010815,17.04011065,14.35270009,0.7695190366,0.7695190366,0.7655484229,0.2411775505
DB01192,102500,0,0.8003905297,0.8003905297,0.554213013,0.457495711,0.6402633775,0.3490010815,358.850944,358.850944,0.837349859,0.837349859,0.6402633775,0.2058552155
DB00035,208920,0,0.7630717404,0.7630717404,0.5872062921,0.3882327107,0.5872062921,0.3490010815,101.7889974,101.7889974,0.7174877333,0.7174877333,0.5872062921,0.1673594572
DB00642,125850,0,0.7431277185,0.7431277185,0.5628765391,0.4567947212,0.7007397476,0.3490010815,264.6223724,264.6223724,0.7926622986,0.7926622986,0.7007397476,0.2769283772
DB01068,125700,0,0.6597336512,0.6585855599,0.6597336512,0.484739804,0.6784898163,0.2116798562,257.26765,101.661202,0.8468676613,0.8468676613,0.6784898163,0.1961274541
